Country,Year,LPI Score,Customs Score,Infrastructure Score,International shipments Score,Logistics competence Score,Tracking & tracing Score,Timeliness Score,LMEI
India,2010,3.12,2.7,2.91,3.13,3.16,3.14,3.61,3.3033333333333332
India,2011,3.111831149301826,2.765573791621912,2.9053368421052634,3.0200992481203004,3.1764880773361974,3.1266545649838884,3.615246616541353,3.306129752953813
India,2012,3.08,2.77,2.87,2.98,3.14,3.09,3.58,3.27
India,2013,3.0379643394199785,2.7011720730397424,2.8175736842105263,3.0609770676691728,3.0419077873254565,3.050949946294307,3.5135718045112783,3.2021431793770136
India,2014,3.08,2.72,2.88,3.2,3.03,3.11,3.51,3.2166666666666663
India,2015,3.2638114930182596,2.947237916219119,3.1368684210526316,3.314742481203007,3.2133807733619766,3.3270456498388827,3.6329661654135337,3.3911308628714645
India,2016,3.42,3.17,3.34,3.36,3.39,3.52,3.74,3.5500000000000003
India,2017,3.3767896885069817,3.159876262083781,3.2399526315789475,3.313803007518797,3.3458191192266384,3.5033674543501614,3.6833135338345864,3.5108333691371287
India,2018,3.18,2.96,2.91,3.21,3.13,3.32,3.5,3.3166666666666664
India,2019,2.929849194414609,2.6813903329752953,2.5040947368421054,3.0963939849624063,2.857504618689581,3.0698365198711057,3.2733729323308265,3.0669046902971706
India,2020,2.7265555316863592,2.435066380236305,2.1761894736842105,3.0207879699248124,2.643294951664876,2.8528158968850694,3.086745864661653,2.860952237737199
India,2021,2.6703372717508063,2.3320472610096674,2.0802368421052635,3.0309849624060154,2.6023329752953805,2.7688770139634795,3.023432330827067,2.7982141066953083
India,2022,2.8614126745435016,2.4833520945220195,2.370189473684211,3.174787969924812,2.8495806659505902,2.917958754027927,3.1667458646616535,2.9780950948800564
India,2023,3.4,2.9999999999999996,3.2,3.4999999999999996,3.5,3.3999999999999995,3.6000000000000005,3.5
Indonesia,2007,3.01,2.73,2.83,3.05,2.9,3.3,3.28,3.16
Indonesia,2008,2.8180412459720725,2.613787755102041,2.7969125671321162,2.811872395273898,2.5636584317937703,2.8002638023630504,3.2824820622986035,2.8821347654851417
Indonesia,2009,2.7445309344790543,2.5028408163265308,2.6746844253490867,2.7604042964554236,2.435243823845328,2.6691978517722874,3.3553615467239526,2.81993440744719
Indonesia,2010,2.76,2.43,2.54,2.82,2.47,2.77,3.46,2.9000000000000004
Indonesia,2011,2.8349793770139633,2.4281061224489795,2.4695437164339418,2.9150638023630506,2.623170784103115,2.965868098818475,3.5577589688506976,3.0489326172574294
Indonesia,2012,2.94,2.53,2.54,2.97,2.85,3.12,3.61,3.1933333333333334
Indonesia,2013,3.0403067132116006,2.7302081632653064,2.76675477980666,2.9358245435016115,3.0887803437164343,3.139862728249194,3.59141283566058,3.2733519692087363
Indonesia,2014,3.08,2.87,2.92,2.87,3.21,3.11,3.53,3.283333333333333
Indonesia,2015,3.028793770139635,2.816061224489796,2.80968716433942,2.846638023630505,3.1279578410311495,3.130930988184747,3.4690896885069815,3.2426595059076257
Indonesia,2016,2.98,2.69,2.65,2.9,3.0,3.19,3.46,3.216666666666667
Indonesia,2017,3.0282682062298605,2.6405469387755103,2.6869965628356605,3.041373361976369,2.996888292158969,3.251413319011815,3.5384784103114932,3.262260007160759
Indonesia,2018,3.15,2.67,2.89,3.23,3.1,3.3,3.67,3.356666666666667
Indonesia,2019,3.2920350161117082,2.7440489795918364,3.159149731471536,3.4121104189044043,3.2433662728249195,3.3257447905477977,3.802471750805585,3.4571942713927677
Indonesia,2020,3.4012128893662728,2.828383673469388,3.3945851772287865,3.5339351235230936,3.361018259935553,3.318632438238453,3.8838006444683133,3.5211504475474404
Indonesia,2021,3.424373254564984,2.8886938775510203,3.4964457572502687,3.5417046186895815,3.3869871106337275,3.268647690655209,3.861893662728249,3.505842821339062
Indonesia,2022,3.30835574650913,2.8906693877551017,3.3648708915145003,3.3816494092373794,3.2553039742212677,3.16577529538131,3.684657787325456,3.3685790189760114
Indonesia,2023,3.000000000000001,2.8000000000000003,2.9,3.0,2.9000000000000004,3.0,3.3,3.066666666666667
Japan,2007,4.02,3.79,4.11,3.77,4.12,4.08,4.34,4.18
Japan,2008,4.005422556390977,3.843017400644468,4.2201160042964565,3.5744468313641247,4.0555712137486575,4.136199785177229,4.334472180451128,4.175414393125671
Japan,2009,3.9885669172932334,3.833263050483351,4.232587003222342,3.5213351235230936,4.0191784103114925,4.1496498388829215,4.302354135338345,4.157060794844253
Japan,2010,3.97,3.79,4.19,3.55,4.0,4.13,4.26,4.13
Japan,2011,3.9502887218045113,3.742491299677766,4.134941997851772,3.599776584317938,3.9872143931256714,4.086900107411386,4.223763909774436,4.099292803437165
Japan,2012,3.93,3.72,4.11,3.61,3.97,4.03,4.21,4.07
Japan,2013,3.912206015037594,3.740898925886144,4.137659505907626,3.551364393125671,3.943910418904404,3.97352470461869,4.2256492481203,4.047694790547799
Japan,2014,3.91,3.78,4.16,3.52,3.93,3.95,4.24,4.04
Japan,2015,3.9333872180451133,3.811412996777658,4.126919978517723,3.5985158431793773,3.9483939312567133,3.981501074113856,4.226139097744361,4.052011367704977
Japan,2016,3.97,3.85,4.1,3.69,3.99,4.03,4.21,4.076666666666667
Japan,2017,4.0042451127819545,3.9134490870032224,4.147160580021482,3.68332223415682,4.040013856068743,4.052970998925886,4.221044360902256,4.104676405298962
Japan,2018,4.03,3.99,4.25,3.59,4.09,4.05,4.25,4.13
Japan,2019,4.043509774436091,4.060530397422127,4.368535982814179,3.4522126745435013,4.13311514500537,4.031200859291085,4.277911278195488,4.14740909416398
Japan,2020,4.041019548872181,4.105917937701397,4.462786251342644,3.3121396348012886,4.162516004296455,4.006687432867883,4.285822556390978,4.151675331185104
Japan,2021,4.018774436090226,4.107040279269603,4.492768528464017,3.211960257787325,4.171359291084854,3.9865735767991404,4.254778195488722,4.137570354457571
Japan,2022,3.97301954887218,4.044775080558539,4.418500537056929,3.1938539205155747,4.15280171858217,3.9809731471535974,4.165822556390978,4.099865807375581
Japan,2023,3.9,3.9000000000000004,4.2,3.3,4.099999999999999,4.0,4.0,4.033333333333333
Mexico,2007,2.87,2.5,2.68,2.91,2.8,2.96,3.4,3.0533333333333332
Mexico,2008,2.9853503759398494,2.4847140708915147,2.7993361976369497,2.7795003222341568,2.9703458646616543,3.184626423200859,3.695889581095596,3.2836206229860365
Mexico,2009,3.0370127819548873,2.507035553168636,2.8870021482277126,2.764125241675618,3.036759398496241,3.278969817400644,3.748417185821697,3.354715467239527
Mexico,2010,3.05,2.55,2.95,2.83,3.04,3.28,3.66,3.3266666666666667
Mexico,2011,3.049324812030075,2.596642964554243,2.9953319011815256,2.9432498388829216,3.020827067669173,3.2246867883995702,3.533055209452202,3.2595230218403155
Mexico,2012,3.06,2.63,3.03,3.07,3.02,3.15,3.47,3.2133333333333334
Mexico,2013,3.0963567669172933,2.6457318474758327,3.0540872717508054,3.171562943071965,3.0637255639097747,3.099111331901182,3.5263481740064444,3.2297283566058
Mexico,2014,3.13,2.69,3.04,3.19,3.12,3.14,3.57,3.276666666666667
Mexico,2015,3.131498120300752,2.7941796455424273,2.9695690118152527,3.0967483888292158,3.1492706766917293,3.297617883995704,3.481552094522019,3.309480218403151
Mexico,2016,3.11,2.88,2.89,3.0,3.14,3.4,3.38,3.3066666666666666
Mexico,2017,3.081400751879699,2.8662995703544576,2.8513866809881847,3.0089435016111707,3.0916917293233084,3.281667132116004,3.403693447905478,3.2590174364482634
Mexico,2018,3.05,2.77,2.85,3.1,3.02,3.0,3.53,3.183333333333333
Mexico,2019,3.017198496240601,2.632543716433942,2.8686552094522018,3.2163987110633725,2.9446165413533834,2.6680943071965633,3.6960416756176153,3.102917508055854
Mexico,2020,2.984396992481203,2.495373147153598,2.890167561761547,3.301368850698174,2.8852330827067667,2.3990457572502693,3.8389404940923733,3.041073111349803
Mexico,2021,2.9529962406015033,2.399930719656284,2.897352309344791,3.298139634801289,2.8615413533834584,2.3059500537056934,3.895818474758324,3.0211032939491584
Mexico,2022,2.9243969924812023,2.387658861439313,2.873024704618689,3.149940279269603,2.893233082706767,2.501902900107412,3.803797636949517,3.0663112065878977
Mexico,2023,2.9,2.5,2.8,2.8,3.0,3.1,3.5,3.1999999999999993
Nigeria,2007,2.4,2.23,2.23,2.49,2.38,2.36,2.69,2.4766666666666666
Nigeria,2008,2.6970479054779806,2.3996837808807734,2.526655639097745,2.844568421052631,2.42253619763695,2.7258977443609025,3.202159828141783,2.783531256713212
Nigeria,2009,2.7152859291084854,2.34026283566058,2.5504917293233085,2.9254263157894735,2.439902148227712,2.679923308270677,3.267619871106337,2.7958151092015755
Nigeria,2010,2.59,2.17,2.43,2.84,2.45,2.45,3.1,2.6666666666666665
Nigeria,2011,2.4564760472610097,2.0071581095596134,2.293672180451128,2.6957157894736845,2.470731901181525,2.264051127819549,2.9129200859291084,2.549234371643394
Nigeria,2012,2.45,1.97,2.27,2.6,2.52,2.35,2.92,2.5966666666666662
Nigeria,2013,2.637190870032223,2.1273151987110634,2.4231515037593985,2.6160315789473687,2.6062372717508056,2.7996093984962407,3.220969763694952,2.8756054779806663
Nigeria,2014,2.81,2.35,2.56,2.63,2.7,3.16,3.46,3.106666666666667
Nigeria,2015,2.7697604726100966,2.482331095596133,2.5037218045112786,2.5351578947368423,2.7605690118152526,3.022511278195489,3.313200859291085,3.0320937164339425
Nigeria,2016,2.63,2.46,2.4,2.43,2.74,2.7,3.04,2.8266666666666667
Nigeria,2017,2.5462672395273898,2.264610418904404,2.4257112781954886,2.430836842105263,2.6064866809881853,2.586595488721805,2.9624767991407093,2.718519656283566
Nigeria,2018,2.53,1.97,2.56,2.52,2.4,2.68,3.07,2.716666666666667
Nigeria,2019,2.5566083780880775,1.673064876476906,2.732577443609023,2.6463263157894734,2.1784552094522014,2.8788090225563914,3.2687606874328674,2.77534163981382
Nigeria,2020,2.6015024704618686,1.470701181525241,2.8731548872180457,2.7586526315789466,1.999767561761546,3.0816180451127826,3.464949946294307,2.8487785177228795
Nigeria,2021,2.6400923737916218,1.459805048335123,2.911443609022557,2.8058157894736837,1.9218523093447897,3.187022556390978,3.564758861439312,2.8912112423916945
Nigeria,2022,2.6477881847475833,1.7372726100966696,2.777154887218045,2.7366526315789472,2.002624704618689,3.093618045112782,3.4743785177228785,2.8568737558181176
Nigeria,2023,2.6,2.3999999999999995,2.4,2.5,2.3,2.6999999999999997,3.0999999999999996,2.7000000000000006
Singapore,2007,4.19,3.9,4.27,4.04,4.21,4.25,4.53,4.330000000000001
Singapore,2008,4.0630216970998925,3.8805916219119223,4.321191836734694,3.760882491944146,4.151066380236306,4.180824060150376,4.221264446831365,4.184384962406016
Singapore,2009,4.047766272824919,3.9354437164339418,4.28939387755102,3.7431618689581088,4.127799785177229,4.1571180451127825,4.155448335123524,4.146788721804511
Singapore,2010,4.09,4.02,4.22,3.86,4.12,4.15,4.23,4.166666666666667
Singapore,2011,4.135489151450053,4.0897041890440375,4.158404081632653,3.984558754027927,4.107466809881847,4.130587969924812,4.342367776584318,4.19347418546366
Singapore,2012,4.13,4.1,4.15,3.99,4.07,4.07,4.39,4.176666666666667
Singapore,2013,4.050654833512351,4.037063480128893,4.215888775510204,3.8199634264232007,4.00371627282492,3.9631330827067672,4.3164886143931245,4.094445989974937
Singapore,2014,4.0,4.01,4.28,3.7,3.97,3.9,4.25,4.04
Singapore,2015,4.064391514500537,4.103291890440387,4.26679081632653,3.8218375402792697,4.0189180988184745,3.9556296992481204,4.31042776584318,4.094991854636591
Singapore,2016,4.14,4.18,4.2,3.96,4.09,4.05,4.4,4.18
Singapore,2017,4.110529108485499,4.09476895810956,4.123197959183674,3.8614364124597205,4.114361331901181,4.089348120300752,4.399300322234158,4.201003258145364
Singapore,2018,4.0,3.89,4.06,3.58,4.1,4.08,4.32,4.166666666666667
Singapore,2019,3.8675132116004303,3.65503351235231,4.029032653061224,3.246270032223416,4.074134479054779,4.053303759398496,4.206542212674544,4.111326817042608
Singapore,2020,3.772169280343717,3.4792098818474764,4.048922448979591,2.9908257787325456,4.063983243823845,4.0406075187969925,4.103370139634801,4.0693203007518814
Singapore,2021,3.7730687432867893,3.4518694951664886,4.138295918367346,2.9442465091299677,4.09676476906552,4.073259398496241,4.054926960257787,4.074983709273185
Singapore,2022,3.929312137486574,3.6623527389903336,4.315779591836733,3.23711149301826,4.199697529538131,4.182607518796994,4.105655853920515,4.162653634085214
Singapore,2023,4.3,4.2,4.6,4.0,4.4,4.4,4.3,4.366666666666666
South Africa,2007,3.53,3.22,3.42,3.56,3.54,3.71,3.78,3.676666666666667
South Africa,2008,3.2748365198711062,3.038391836734694,2.9970573576799144,3.2296760472610098,3.583931686358754,3.464666809881847,3.348475617615467,3.465691371285357
South Africa,2009,3.29662738990333,3.077293877551021,3.084293018259936,3.1652570354457565,3.596948764769065,3.5300001074113854,3.3388567132116003,3.4886018617973513
South Africa,2010,3.46,3.22,3.42,3.26,3.59,3.73,3.57,3.6300000000000003
South Africa,2011,3.6295817400644466,3.3498040816326533,3.7424713211600427,3.407161976369495,3.574034156820623,3.8886665950590764,3.8607621911922663,3.7744876476906555
South Africa,2012,3.67,3.35,3.79,3.5,3.56,3.83,4.03,3.8066666666666666
South Africa,2013,3.521900214822771,3.180788775510204,3.4492038668098823,3.4760545649838885,3.563656068743287,3.4959168635875404,3.971653974221268,3.6770756355173653
South Africa,2014,3.43,3.11,3.2,3.45,3.62,3.3,3.88,3.6
South Africa,2015,3.6003174006444683,3.3520408163265305,3.4569632116004296,3.529869763694952,3.73134156820623,3.5826659505907625,3.9426219119226635,3.7522098102398855
South Africa,2016,3.78,3.6,3.78,3.62,3.75,3.92,4.02,3.8966666666666665
South Africa,2017,3.6868301825993552,3.5172979591836735,3.6629432867883995,3.606966380236305,3.5434776584317937,3.8359193340494087,3.9416083780880773,3.7736684568564267
South Africa,2018,3.38,3.17,3.19,3.51,3.19,3.41,3.74,3.4466666666666668
South Africa,2019,3.0040539205155747,2.7248326530612244,2.592970569280344,3.3814958109559607,2.820473254564984,2.8607327604726107,3.4984975295381315,3.0599011815252424
South Africa,2020,2.703536412459721,2.3485224489795917,2.1036554242749737,3.273848764769065,2.5658036519871104,2.4066083780880776,3.3004236305048344,2.7576118868600075
South Africa,2021,2.62299194414608,2.2077959183673466,1.9538549946294315,3.2394538131041886,2.5568974221267453,2.2661176154672398,3.2291009667024713,2.6840386680988186
South Africa,2022,2.906964983888293,2.4693795918367343,2.3753697099892594,3.330705907626208,2.9246607948442533,2.6577512352309345,3.3678522019334056,2.983421410669531
South Africa,2023,3.7,3.3000000000000007,3.6000000000000005,3.5999999999999996,3.8,3.7999999999999994,3.8,3.8
United Kingdom,2007,3.99,3.74,4.05,3.85,4.02,4.1,4.25,4.123333333333333
United Kingdom,2008,4.02102642320086,3.7985258861439317,4.0466805585392045,3.7489890440386686,3.985070676691729,4.20818603651987,4.457446616541353,4.21690110991765
United Kingdom,2009,3.9977698174006444,3.7843944146079487,4.002510418904404,3.6902417830290015,3.948303007518797,4.201139527389904,4.468584962406015,4.2060091657715715
United Kingdom,2010,3.95,3.74,3.95,3.66,3.92,4.13,4.37,4.14
United Kingdom,2011,3.9074867883995705,3.7077370569280346,3.9216597207303976,3.6445054779806663,3.9104646616541356,4.045906981740064,4.248276691729324,4.06821611170784
United Kingdom,2012,3.9,3.73,3.95,3.63,3.93,4.0,4.19,4.04
United Kingdom,2013,3.9449113319011815,3.828223093447906,4.049185767991407,3.6128599355531685,3.9804721804511276,4.025005800214823,4.246739097744362,4.084072359470104
United Kingdom,2014,4.01,3.94,4.16,3.63,4.03,4.08,4.33,4.146666666666667
United Kingdom,2015,4.0566178839957034,3.9956205692803435,4.217847207303974,3.7053047798066596,4.048896616541353,4.116569817400644,4.347266917293233,4.170911117078411
United Kingdom,2016,4.07,3.98,4.21,3.77,4.05,4.13,4.33,4.170000000000001
United Kingdom,2017,4.044867132116004,3.8967946294307194,4.140675402792696,3.7534209452201934,4.051441353383459,4.126214930182599,4.3266932330827075,4.168116505549589
United Kingdom,2018,3.99,3.77,4.03,3.67,4.05,4.11,4.33,4.163333333333334
United Kingdom,2019,3.917694307196563,3.628696455424275,3.9020777658431802,3.5554438238453274,4.0371172932330825,4.085855853920516,4.318613533834587,4.147195560329395
United Kingdom,2020,3.840245757250268,3.5019643394199784,3.7810126745435024,3.445459076262084,4.004234586466166,4.05828313641246,4.271227067669173,4.111248263515933
United Kingdom,2021,3.7699500537056925,3.4188839957035446,3.690908700322235,3.3757524167561757,3.942793233082707,4.0317824919441465,4.166533834586466,4.0470365198711065
United Kingdom,2022,3.7191029001074116,3.408535767991407,3.655869817400645,3.382030504833512,3.844234586466166,4.010854564983888,3.983227067669173,3.9461054063730763
United Kingdom,2023,3.7,3.5000000000000004,3.7,3.5,3.7,4.0,3.7000000000000006,3.8
United States,2007,3.84,3.52,4.07,3.58,3.85,4.01,4.11,3.99
United States,2008,3.80269387755102,3.6309555316863595,4.132347583243824,3.129520515574651,3.8646393125671326,4.135627067669172,4.113694522019334,4.037986967418545
United States,2009,3.8175204081632645,3.6757166487647694,4.153260687432868,3.0581403866809884,3.8904794844253487,4.179220300751879,4.147770891514501,4.072490225563908
United States,2010,3.86,3.68,4.15,3.21,3.92,4.17,4.19,4.093333333333333
United States,2011,3.9056530612244895,3.6695222341568208,4.1398262083780875,3.4292397422126744,3.945680343716434,4.137186466165414,4.218152738990333,4.10033984962406
United States,2012,3.93,3.67,4.14,3.56,3.96,4.11,4.21,4.093333333333334
United States,2013,3.921454081632653,3.697563856068743,4.160227926960258,3.511090708915145,3.9611290547798066,4.111487218045113,4.161329967776584,4.077982080200501
United States,2014,3.92,3.73,4.18,3.45,3.97,4.14,4.14,4.083333333333333
United States,2015,3.958530612244898,3.7439723415682065,4.176762083780881,3.5376474221267453,3.9998034371643394,4.181864661654135,4.1977773899033295,4.126481829573935
United States,2016,3.99,3.75,4.15,3.65,4.01,4.2,4.25,4.153333333333333
United States,2017,3.963173469387755,3.7627967776584317,4.105223737916219,3.6345696025778733,3.9609071965628355,4.163554135338346,4.205060472610096,4.109840601503759
United States,2018,3.89,3.78,4.05,3.51,3.87,4.09,4.08,4.013333333333333
United States,2019,3.798224489795918,3.794977873254565,3.9924096670247042,3.337717937701396,3.769042749731472,4.008891729323308,3.919021911922664,3.8989854636591468
United States,2020,3.715591836734694,3.8010986036519867,3.940533619763694,3.1791501611170783,3.6897997851772293,3.949783458646616,3.7663295381310418,3.8019709273182944
United States,2021,3.66984693877551,3.7917303974221266,3.9024527389903314,3.095723415682062,3.6640354457572513,3.9422293233082697,3.666126208378088,3.757463659147868
United States,2022,3.6887346938775503,3.760241460794844,3.8862479054779797,3.1488644468313636,3.723514070891515,4.015783458646616,3.662615252416756,3.8006375939849613
United States,2023,3.8,3.7,3.9,3.4,3.8999999999999995,4.2,3.8,3.966666666666667
Vietnam,2007,2.89,2.89,2.5,3.0,2.8,2.9,3.22,2.973333333333333
